Argentina,Uruguay,1971,1940,1959
France,Spain,1943,1903,1959
Argentina,Brazil,1971,2023,1959
Belgium,France,1594,1856,1960
Brazil,Mexico,2066,1811,1960
Costa Rica,Argentina,1676,2015,1960
Argentina,Mexico,2015,1811,1960
Costa Rica,Brazil,1676,2066,1960
Argentina,Brazil,2015,2066,1960
Brazil,Mexico,2066,1811,1960
Costa Rica,Argentina,1676,2015,1960
Argentina,Mexico,2015,1811,1960
Costa Rica,Brazil,1676,2066,1960
Argentina,Brazil,2015,2066,1960
Belgium,Switzerland,1594,1659,1960
Denmark,Brazil,1684,2066,1960
Spain,England,1917,1943,1960
Argentina,Brazil,2015,2066,1960
Argentina,Brazil,2015,2066,1960
Uruguay,Brazil,1940,2066,1960
Peru,Spain,1761,1917,1960
Brazil,Argentina,2066,2015,1960
Argentina,Spain,2015,1917,1960
Argentina,Uruguay,2015,1940,1960
Poland,France,1648,1856,1960
Switzerland,France,1659,1856,1960
Sweden,Belgium,1907,1594,1960
Sweden,Denmark,1907,1684,1960
England,Spain,1943,1917,1960
Morocco,Tunisia,1651,1501,1960
Sweden,France,1907,1856,1960
Tunisia,Morocco,1501,1651,1960
Belgium,Switzerland,1594,1659,1960
Morocco,Tunisia,1687,1502,1961
France,Belgium,1778,1645,1961
Costa Rica,Mexico,1708,1807,1961
Spain,France,1961,1778,1961
Mexico,Costa Rica,1807,1708,1961
Colombia,Peru,1439,1696,1961
Peru,Colombia,1696,1439,1961
England,Mexico,1938,1807,1961
Switzerland,Belgium,1720,1645,1961
Portugal,England,1647,1938,1961
Sweden,Switzerland,1875,1720,1961
Portugal,Argentina,1647,1974,1961
Spain,Argentina,1961,1974,1961
Denmark,Sweden,1670,1875,1961
Belgium,Sweden,1645,1875,1961
Belgium,France,1645,1778,1961
England,Portugal,1938,1647,1961
Switzerland,Sweden,1720,1875,1961
Poland,Denmark,1680,1670,1961
Morocco,Spain,1687,1961,1961
Switzerland,Sweden,1720,1875,1961
Spain,Morocco,1961,1687,1961
Nigeria,Tunisia,1614,1502,1961
France,Spain,1778,1961,1961
Tunisia,Nigeria,1502,1614,1961
Uruguay,Argentina,1856,1960,1962
Argentina,Mexico,1960,1847,1962
Colombia,Mexico,1459,1847,1962
Colombia,Mexico,1459,1847,1962
France,Poland,1763,1636,1962
Morocco,Poland,1671,1636,1962
Mexico,Colombia,1847,1459,1962
Brazil,Portugal,2194,1653,1962
Brazil,Portugal,2194,1653,1962
England,Switzerland,1937,1614,1962
Portugal,Belgium,1653,1662,1962
Peru,England,1684,1937,1962
Poland,Belgium,1636,1662,1962
Brazil,Mexico,2194,1847,1962
Colombia,Uruguay,1459,1856,1962
Argentina,England,1960,1937,1962
Mexico,Spain,1847,1895,1962
Brazil,Spain,2194,1895,1962
Brazil,England,2194,1937,1962
Argentina,Uruguay,1960,1856,1962
England,France,1937,1763,1962
Poland,Morocco,1636,1671,1962
Sweden,Denmark,1873,1706,1962
Belgium,Spain,1662,1895,1962
Spain,France,1848,1774,1963
Morocco,Switzerland,1653,1577,1963
France,England,1774,1949,1963
Nigeria,Senegal,1558,1584,1963
Argentina,Colombia,1935,1430,1963
Brazil,Peru,1945,1640,1963
Argentina,Peru,1935,1640,1963
Brazil,Colombia,1945,1430,1963
Argentina,Brazil,1935,1945,1963
Colombia,Peru,1430,1640,1963
Costa Rica,Mexico,1773,1804,1963
Brazil,Argentina,1945,1935,1963
Brazil,Argentina,1945,1935,1963
Portugal,Brazil,1653,1945,1963
Belgium,Brazil,1726,1945,1963
France,Brazil,1774,1945,1963
England,Brazil,1949,1945,1963
Egypt,Brazil,1779,1945,1963
Switzerland,England,1577,1949,1963
Morocco,Tunisia,1653,1594,1963
Colombia,Costa Rica,1430,1773,1963
Colombia,Costa Rica,1430,1773,1963
Denmark,Sweden,1667,1901,1963
France,Switzerland,1774,1577,1963
Egypt,Saudi Arabia,1779,1292,1963
Egypt,Nigeria,1779,1558,1963
Spain,Belgium,1848,1726,1963
France,Belgium,1774,1726,1963
Switzerland,Belgium,1574,1718,1964
Switzerland,Portugal,1574,1683,1964
Belgium,Portugal,1718,1683,1964
England,Uruguay,1920,1861,1964
Portugal,England,1683,1920,1964
Brazil,England,1952,1920,1964
Argentina,Portugal,1961,1683,1964
Brazil,Argentina,1952,1961,1964
England,Portugal,1920,1683,1964
Argentina,England,1961,1920,1964
Brazil,Portugal,1952,1683,1964
Sweden,Denmark,1861,1622,1964
Sweden,Poland,1861,1682,1964
England,Belgium,1920,1718,1964
Portugal,Spain,1683,1923,1964
Belgium,France,1718,1746,1964
Tunisia,Morocco,1619,1658,1965
Costa Rica,Mexico,1747,1868,1965
Belgium,Poland,1756,1682,1965
Costa Rica,Mexico,1747,1868,1965
Morocco,Tunisia,1658,1619,1965
Mexico,Costa Rica,1868,1747,1965
Sweden,England,1790,1947,1965
Brazil,Belgium,2022,1756,1965
France,Argentina,1768,1986,1965
Peru,Uruguay,1620,1848,1965
Brazil,Argentina,2022,1986,1965
Uruguay,Peru,1848,1620,1965
Denmark,Sweden,1609,1790,1965
Portugal,Brazil,1777,2022,1965
Sweden,Brazil,1790,2022,1965
Iceland,Denmark,1282,1609,1965
Brazil,Uruguay,2022,1848,1965
Tunisia,Senegal,1619,1639,1965
Spain,England,1896,1947,1965
England,Poland,2087,1672,1966
France,Belgium,1735,1761,1966
Poland,Sweden,1672,1811,1966
Brazil,Peru,1925,1616,1966
Brazil,Poland,1925,1672,1966
Brazil,Poland,1925,1672,1966
Brazil,Peru,1925,1616,1966
Argentina,Poland,1974,1672,1966
Switzerland,Mexico,1591,1840,1966
Denmark,Portugal,1542,1987,1966
Spain,Uruguay,1862,1843,1966
Portugal,Uruguay,1987,1843,1966
Sweden,Brazil,1811,1925,1966
Denmark,England,1542,2087,1966
Poland,England,1672,2087,1966
England,Uruguay,2087,1843,1966
Argentina,Spain,1974,1862,1966
France,Mexico,1735,1840,1966
France,Uruguay,1735,1843,1966
Spain,Switzerland,1862,1591,1966
England,Mexico,2087,1840,1966
Argentina,Switzerland,1974,1591,1966
Brazil,Portugal,1925,1987,1966
Mexico,Uruguay,1840,1843,1966
England,France,2087,1735,1966
England,Argentina,2087,1974,1966
England,Portugal,2087,1987,1966
Belgium,Switzerland,1761,1591,1966
France,Poland,1735,1672,1966
Sweden,Denmark,1811,1542,1966
Belgium,France,1761,1735,1966
Portugal,Sweden,1987,1811,1966
Mexico,Switzerland,1809,1687,1967
Mexico,Switzerland,1809,1687,1967
Uruguay,Argentina,1895,1940,1967
Poland,Belgium,1683,1710,1967
England,Spain,2071,1870,1967
Sweden,Portugal,1713,1954,1967
Denmark,Sweden,1620,1713,1967
Uruguay,Brazil,1895,1941,1967
Uruguay,Brazil,1895,1941,1967
Uruguay,Brazil,1895,1941,1967
Peru,Uruguay,1607,1895,1967
Peru,Uruguay,1607,1895,1967
Mexico,Argentina,1809,1940,1967
Denmark,Iceland,1620,1276,1967
Poland,France,1683,1750,1967
Belgium,Poland,1710,1683,1967
France,Belgium,1750,1710,1967
Saudi Arabia,Tunisia,1326,1585,1967
Spain,Sweden,1861,1749,1968
Mexico,Japan,1848,1657,1968
Australia,Japan,1597,1657,1968
Australia,Japan,1597,1657,1968
England,Spain,2057,1861,1968
Australia,Japan,1597,1657,1968
Sweden,Spain,1749,1861,1968
Spain,England,1861,2057,1968
Mexico,Uruguay,1848,1845,1968
England,Sweden,2057,1749,1968
Mexico,Uruguay,1848,1845,1968
Argentina,Uruguay,1889,1845,1968
Brazil,Uruguay,1988,1845,1968
Brazil,Uruguay,1988,1845,1968
Poland,Brazil,1709,1988,1968
Uruguay,Argentina,1845,1889,1968
Sweden,Denmark,1749,1621,1968
Portugal,Brazil,1904,1988,1968
Mexico,Brazil,1848,1988,1968
Mexico,Brazil,1848,1988,1968
Peru,Brazil,1605,1988,1968
Peru,Brazil,1605,1988,1968
Brazil,Argentina,1988,1889,1968
Brazil,Argentina,1988,1889,1968
Peru,Argentina,1605,1889,1968
Peru,Argentina,1605,1889,1968
Colombia,Mexico,1433,1848,1968
France,Spain,1685,1861,1968
Peru,Mexico,1605,1848,1968
Uruguay,Mexico,1845,1848,1968
Brazil,Mexico,1988,1848,1968
Brazil,Mexico,1988,1848,1968
Morocco,Senegal,1695,1614,1968
Spain,Belgium,1861,1783,1968
Argentina,Poland,1889,1709,1968
Senegal,Morocco,1578,1687,1969
Mexico,Denmark,1666,1651,1969
Mexico,Colombia,1666,1424,1969
Morocco,Senegal,1687,1578,1969
Belgium,Spain,1778,1805,1969
England,France,2084,1744,1969
Spain,Switzerland,1805,1647,1969
Portugal,Mexico,1811,1666,1969
Brazil,Peru,2033,1709,1969
Brazil,Peru,2033,1709,1969
Belgium,Mexico,1778,1666,1969
Portugal,Switzerland,1811,1647,1969
Spain,Mexico,1805,1666,1969
Tunisia,Morocco,1585,1687,1969
Sweden,Mexico,1819,1666,1969
Denmark,Mexico,1651,1666,1969
Colombia,Peru,1424,1709,1969
Morocco,Tunisia,1687,1585,1969
Mexico,Peru,1666,1709,1969
Mexico,Peru,1666,1709,1969
Mexico,England,1666,2084,1969
Mexico,England,1666,2084,1969
Uruguay,England,1862,2084,1969
Brazil,England,2033,2084,1969
Tunisia,Morocco,1585,1687,1969
Peru,Colombia,1709,1424,1969
Denmark,Sweden,1651,1819,1969
Peru,Uruguay,1709,1862,1969
Colombia,Uruguay,1424,1862,1969
Peru,Argentina,1709,1812,1969
Colombia,Brazil,1424,2033,1969
Brazil,Colombia,2033,1424,1969
Argentina,Peru,1812,1709,1969
Morocco,Nigeria,1687,1627,1969
Japan,Australia,1597,1627,1969
Sweden,France,1819,1744,1969
Australia,Japan,1627,1597,1969
France,Sweden,1744,1819,1969
Switzerland,Portugal,1647,1811,1969
Mexico,Belgium,1666,1778,1969
Nigeria,Morocco,1627,1687,1969
England,Portugal,2084,1811,1969
Mexico,Sweden,1730,1846,1970
Belgium,England,1738,2035,1970
Mexico,Sweden,1730,1846,1970
Brazil,Argentina,2179,1835,1970
Peru,Mexico,1760,1730,1970
Brazil,Argentina,2179,1835,1970
Peru,Mexico,1760,1730,1970
Mexico,Peru,1730,1760,1970
Mexico,Peru,1730,1760,1970
Uruguay,Peru,1853,1760,1970
Argentina,Uruguay,1835,1853,1970
Uruguay,Argentina,1853,1835,1970
Switzerland,Spain,1687,1852,1970
Switzerland,France,1687,1776,1970
Denmark,Poland,1574,1810,1970
Colombia,England,1422,2035,1970
Morocco,Peru,1648,1760,1970
Brazil,England,2179,2035,1970
Sweden,Uruguay,1846,1853,1970
Mexico,Belgium,1730,1738,1970
Brazil,Peru,2179,1760,1970
Brazil,Uruguay,2179,1853,1970
Sweden,Denmark,1846,1574,1970
Iceland,Denmark,1289,1574,1970
Poland,Denmark,1810,1574,1970
Brazil,Mexico,2179,1730,1970
Denmark,Portugal,1574,1818,1970
Iran,Australia,1599,1695,1970
Belgium,France,1738,1776,1970
Belgium,Denmark,1738,1574,1970
Argentina,France,1870,1780,1971
Argentina,France,1870,1780,1971
Belgium,Portugal,1805,1793,1971
Spain,France,1861,1780,1971
Switzerland,Poland,1711,1789,1971
Portugal,Denmark,1793,1616,1971
Denmark,Belgium,1616,1805,1971
Denmark,Sweden,1616,1841,1971
Argentina,Uruguay,1870,1809,1971
Uruguay,Argentina,1809,1870,1971
Argentina,Brazil,1870,2141,1971
Denmark,Japan,1616,1530,1971
Argentina,Brazil,1870,2141,1971
Iceland,Japan,1277,1530,1971
Switzerland,England,1711,2038,1971
England,Switzerland,2038,1711,1971
Portugal,Belgium,1793,1805,1971
Costa Rica,Mexico,1618,1767,1971
Senegal,Morocco,1558,1663,1972
Nigeria,Morocco,1623,1663,1972
Colombia,Peru,1406,1694,1972
Mexico,Peru,1820,1694,1972
Switzerland,Sweden,1726,1824,1972
Poland,Switzerland,1964,1726,1972
Belgium,Iceland,1855,1269,1972
Iceland,Belgium,1269,1855,1972
Spain,Uruguay,1875,1783,1972
Iran,Portugal,1578,1908,1972
Colombia,France,1406,1789,1972
Argentina,Colombia,1876,1406,1972
Argentina,France,1876,1789,1972
Argentina,Portugal,1876,1908,1972
Sweden,Denmark,1824,1665,1972
Portugal,Uruguay,1908,1783,1972
Iceland,Denmark,1269,1665,1972
Argentina,Uruguay,1876,1783,1972
Brazil,Portugal,2142,1908,1972
Costa Rica,Mexico,1594,1820,1972
Peru,Mexico,1694,1820,1972
Denmark,Switzerland,1665,1726,1972
Spain,Argentina,1875,1876,1972
Mexico,Costa Rica,1820,1594,1972
Peru,Argentina,1694,1876,1972
Morocco,Senegal,1663,1558,1972
Senegal,Morocco,1558,1663,1972
Egypt,Tunisia,1702,1650,1972
Tunisia,Egypt,1650,1702,1972
Mexico,Argentina,1731,1891,1973
Morocco,Senegal,1654,1563,1973
France,Portugal,1768,1866,1973
Peru,Panama,1672,1195,1973
Denmark,Sweden,1657,1879,1973
Argentina,Uruguay,1891,1764,1973
Uruguay,Argentina,1764,1891,1973
Poland,England,1967,1976,1973
Tunisia,Brazil,1721,2133,1973
Colombia,Uruguay,1468,1764,1973
Sweden,Brazil,1879,2133,1973
Peru,Colombia,1672,1468,1973
Uruguay,Colombia,1764,1468,1973
Sweden,Iceland,1879,1256,1973
Argentina,Peru,1891,1672,1973
Mexico,Poland,1731,1967,1973
Mexico,Poland,1731,1967,1973
Egypt,Tunisia,1630,1721,1973
Australia,Iran,1681,1602,1973
Iran,Australia,1602,1681,1973
England,Poland,1976,1967,1973
France,Denmark,1768,1657,1973
Saudi Arabia,Morocco,1328,1730,1974
Brazil,Mexico,2036,1748,1974
Portugal,England,1857,1972,1974
Belgium,Poland,1902,2031,1974
Switzerland,Belgium,1692,1902,1974
France,Argentina,1788,1856,1974
England,Argentina,1972,1856,1974
Denmark,Sweden,1626,1832,1974
Sweden,Switzerland,1832,1692,1974
Poland,Argentina,2031,1856,1974
Sweden,Uruguay,1832,1698,1974
Sweden,Poland,1832,2031,1974
Argentina,Brazil,1856,2036,1974
Brazil,Poland,2036,2031,1974
Poland,France,2031,1788,1974
Iceland,Belgium,1287,1902,1974
Denmark,Spain,1626,1921,1974
Morocco,Tunisia,1730,1653,1974
Denmark,Iceland,1626,1287,1974
Argentina,Spain,1856,1921,1974
Belgium,France,1902,1788,1974
Switzerland,Portugal,1692,1857,1974
England,Portugal,1972,1857,1974
Senegal,Nigeria,1608,1651,1975
Nigeria,Senegal,1651,1608,1975
Morocco,Tunisia,1747,1613,1975
Brazil,Portugal,2027,1845,1975
France,Portugal,1764,1845,1975
Senegal,Nigeria,1608,1651,1975
Iceland,France,1339,1764,1975
Panama,Costa Rica,1232,1587,1975
Uruguay,Argentina,1700,1873,1975
Brazil,Argentina,2027,1873,1975
Argentina,Brazil,1873,2027,1975
Mexico,Costa Rica,1754,1587,1975
Mexico,Argentina,1754,1873,1975
France,Iceland,1764,1339,1975
Switzerland,England,1661,1974,1975
Belgium,Iceland,1886,1339,1975
Colombia,Uruguay,1627,1700,1975
Sweden,Denmark,1825,1591,1975
Brazil,Peru,2027,1780,1975
Uruguay,Colombia,1700,1627,1975
Peru,Brazil,1780,2027,1975
Spain,Denmark,1910,1591,1975
Colombia,Peru,1627,1780,1975
Peru,Colombia,1780,1627,1975
Colombia,Peru,1627,1780,1975
France,Belgium,1764,1886,1975
Portugal,England,1845,1974,1975
Egypt,Saudi Arabia,1703,1316,1975
Saudi Arabia,Morocco,1356,1710,1976
Uruguay,Brazil,1669,2091,1976
Argentina,Brazil,1921,2091,1976
Tunisia,Sweden,1646,1810,1976
Morocco,Nigeria,1710,1702,1976
Egypt,Morocco,1643,1710,1976
Morocco,Nigeria,1710,1702,1976
Egypt,Nigeria,1643,1702,1976
Poland,Argentina,1937,1921,1976
Panama,Costa Rica,1225,1550,1976
Argentina,Uruguay,1921,1669,1976
France,Poland,1804,1937,1976
Brazil,Uruguay,2091,1669,1976
Sweden,Denmark,1810,1640,1976
Switzerland,Poland,1604,1937,1976
Brazil,Argentina,2091,1921,1976
Brazil,England,2091,1959,1976
Mexico,Brazil,1700,2091,1976
Uruguay,Argentina,1669,1921,1976
Costa Rica,Panama,1550,1225,1976
Denmark,France,1640,1804,1976
Iceland,Belgium,1370,1874,1976
Saudi Arabia,Morocco,1356,1710,1976
Saudi Arabia,Tunisia,1356,1646,1976
Switzerland,Sweden,1604,1810,1976
Peru,Uruguay,1749,1669,1976
Colombia,Uruguay,1615,1669,1976
Portugal,Poland,1827,1937,1976
Peru,Argentina,1749,1921,1976
Argentina,Peru,1921,1749,1976
Portugal,Denmark,1827,1640,1976
Uruguay,Peru,1669,1749,1976
Morocco,Tunisia,1710,1646,1976
Saudi Arabia,Iran,1339,1762,1977
Tunisia,Morocco,1719,1661,1977
Senegal,Denmark,1596,1642,1977
Colombia,Brazil,1577,2070,1977
Brazil,Colombia,2070,1577,1977
Argentina,Iran,1906,1762,1977
Portugal,Switzerland,1865,1614,1977
Iran,Saudi Arabia,1762,1339,1977
Switzerland,France,1614,1842,1977
Denmark,Poland,1642,1916,1977
Mexico,Peru,1787,1770,1977
Mexico,Peru,1787,1770,1977
Senegal,Morocco,1596,1661,1977
Argentina,Poland,1906,1916,1977
Brazil,England,2070,1927,1977
Sweden,Switzerland,1750,1614,1977
Peru,Poland,1770,1916,1977
Argentina,England,1906,1927,1977
Denmark,Sweden,1642,1750,1977
Uruguay,England,1656,1927,1977
Brazil,Poland,2070,1916,1977
Argentina,France,1906,1842,1977
Brazil,France,2070,1842,1977
Peru,Brazil,1770,2070,1977
Iceland,Sweden,1398,1750,1977
Iran,Morocco,1762,1661,1977
Australia,Iran,1659,1762,1977
Belgium,Iceland,1793,1398,1977
England,Switzerland,1927,1614,1977
Poland,Denmark,1916,1642,1977
Switzerland,Spain,1614,1949,1977
Tunisia,Nigeria,1719,1684,1977
Sweden,Denmark,1750,1642,1977
Nigeria,Egypt,1684,1663,1977
Denmark,Portugal,1642,1865,1977
Egypt,Nigeria,1663,1684,1977
Poland,Portugal,1916,1865,1977
Nigeria,Tunisia,1684,1719,1977
Poland,Sweden,1916,1750,1977
Egypt,Tunisia,1663,1719,1977
Iran,Australia,1762,1659,1977
Tunisia,Egypt,1719,1663,1977
Morocco,Tunisia,1616,1731,1978
France,Portugal,1890,1890,1978
Nigeria,Tunisia,1676,1731,1978
Argentina,Peru,2039,1807,1978
Peru,Argentina,1807,2039,1978
France,Brazil,1890,2142,1978
Mexico,Peru,1701,1807,1978
England,Brazil,1999,2142,1978
Uruguay,Argentina,1679,2039,1978
Spain,Mexico,1960,1701,1978
Brazil,Peru,2142,1807,1978
Argentina,Uruguay,2039,1679,1978
France,Iran,1890,1720,1978
France,Tunisia,1890,1731,1978
Uruguay,Spain,1679,1960,1978
Mexico,Tunisia,1701,1731,1978
Brazil,Sweden,2142,1741,1978
Argentina,France,2039,1890,1978
Poland,Tunisia,1932,1731,1978
Brazil,Spain,2142,1960,1978
Mexico,Poland,1701,1932,1978
Iran,Peru,1720,1807,1978
Spain,Sweden,1960,1741,1978
Argentina,Poland,2039,1932,1978
Brazil,Peru,2142,1807,1978
Argentina,Brazil,2039,2142,1978
Peru,Poland,1807,1932,1978
Argentina,Peru,2039,1807,1978
Brazil,Poland,2142,1932,1978
Iceland,Denmark,1394,1638,1978
Denmark,Sweden,1638,1741,1978
France,Sweden,1890,1741,1978
Iceland,Poland,1394,1932,1978
Denmark,England,1638,1999,1978
Portugal,Belgium,1890,1790,1978
France,Spain,1890,1960,1978
Poland,Switzerland,1932,1600,1978
Tunisia,Poland,1676,1977,1979
Denmark,Sweden,1661,1678,1979
Switzerland,Iceland,1589,1360,1979
Brazil,Uruguay,2051,1653,1979
Iceland,Switzerland,1360,1589,1979
Sweden,England,1678,2049,1979
Peru,Colombia,1733,1581,1979
Colombia,Peru,1581,1733,1979
Brazil,Argentina,2051,1974,1979
Argentina,Brazil,1974,2051,1979
Peru,Uruguay,1733,1653,1979
Sweden,France,1678,1920,1979
England,Denmark,2049,1661,1979
Switzerland,Poland,1589,1977,1979
Spain,Portugal,1893,1851,1979
Senegal,Nigeria,1591,1678,1979
Poland,Iceland,1977,1360,1979
Belgium,Portugal,1894,1851,1979
Mexico,Peru,1704,1733,1979
Spain,Denmark,1893,1661,1979
Tunisia,Senegal,1676,1591,1979
Morocco,Poland,1642,1947,1980
Morocco,Senegal,1642,1601,1980
Morocco,Tunisia,1642,1669,1980
Nigeria,Egypt,1681,1604,1980
Belgium,Uruguay,1951,1736,1980
Nigeria,Morocco,1681,1642,1980
Egypt,Morocco,1604,1642,1980
Spain,England,1845,1997,1980
Belgium,Poland,1951,1947,1980
Senegal,Tunisia,1601,1669,1980
Sweden,Denmark,1643,1653,1980
England,Argentina,1997,1999,1980
Denmark,Spain,1653,1845,1980
Australia,England,1656,1997,1980
Brazil,Mexico,2045,1672,1980
Tunisia,Morocco,1669,1642,1980
Belgium,England,1951,1997,1980
Belgium,Spain,1951,1845,1980
Spain,England,1845,1997,1980
Senegal,Morocco,1601,1642,1980
Brazil,Poland,2045,1947,1980
Tunisia,Nigeria,1669,1681,1980
Morocco,Senegal,1642,1601,1980
Colombia,Poland,1574,1947,1980
Nigeria,Tunisia,1681,1669,1980
Sweden,Iceland,1643,1413,1980
Uruguay,Peru,1736,1728,1980
Panama,Costa Rica,1185,1506,1980
Australia,Mexico,1656,1672,1980
Australia,Mexico,1656,1672,1980
Brazil,Uruguay,2045,1736,1980
Switzerland,Denmark,1573,1653,1980
Argentina,Poland,1999,1947,1980
Costa Rica,Panama,1506,1185,1980
Peru,Uruguay,1728,1736,1980
Spain,Poland,1845,1947,1980
England,Switzerland,1997,1573,1980
Argentina,Switzerland,1999,1573,1980
Uruguay,Switzerland,1736,1573,1980
Brazil,Switzerland,2045,1573,1980
Argentina,Brazil,2006,2090,1981
Uruguay,Brazil,1789,2090,1981
Japan,Poland,1485,1958,1981
Japan,Poland,1485,1958,1981
Japan,Poland,1485,1958,1981
Colombia,Brazil,1584,2090,1981
Japan,Poland,1485,1958,1981
Spain,France,1876,1895,1981
Saudi Arabia,Tunisia,1399,1663,1981
England,Spain,1896,1876,1981
Tunisia,Senegal,1663,1587,1981
Morocco,Egypt,1594,1614,1981
Senegal,Tunisia,1587,1663,1981
France,Belgium,1895,1915,1981
Egypt,Morocco,1614,1594,1981
England,Brazil,1896,2090,1981
Sweden,Denmark,1719,1754,1981
France,Brazil,1895,2090,1981
Switzerland,England,1662,1896,1981
Portugal,Spain,1746,1876,1981
Sweden,Portugal,1719,1746,1981
Colombia,Spain,1584,1876,1981
Brazil,Spain,2090,1876,1981
Colombia,Peru,1584,1725,1981
Uruguay,Colombia,1789,1584,1981
Peru,Colombia,1725,1584,1981
Iceland,Nigeria,1498,1558,1981
Uruguay,Peru,1789,1725,1981
Denmark,Iceland,1754,1498,1981
Peru,Uruguay,1725,1789,1981
Belgium,France,1915,1895,1981
Colombia,Uruguay,1584,1789,1981
Portugal,Poland,1746,1958,1981
Morocco,Tunisia,1594,1663,1981
Portugal,Sweden,1746,1719,1981
Argentina,Poland,2006,1958,1981
Saudi Arabia,Sweden,1399,1719,1981
Senegal,Morocco,1587,1594,1981
Poland,Spain,1958,1876,1981
Spain,Belgium,1876,1915,1981
Switzerland,Portugal,1751,1788,1982
France,Peru,1921,1743,1982
Spain,Switzerland,1835,1751,1982
Brazil,Portugal,2114,1788,1982
Denmark,Sweden,1730,1700,1982
Morocco,Senegal,1582,1555,1982
Brazil,Switzerland,2114,1751,1982
Denmark,Belgium,1730,1902,1982
Iceland,England,1498,2016,1982
Argentina,Belgium,1941,1902,1982
England,France,2016,1921,1982
Poland,Peru,1986,1743,1982
Poland,Belgium,1986,1902,1982
Argentina,Brazil,1941,2114,1982
Spain,England,1835,2016,1982
Poland,France,1986,1921,1982
France,Poland,1921,1986,1982
Denmark,England,1730,2016,1982
Saudi Arabia,Morocco,1433,1582,1982
Belgium,Switzerland,1902,1751,1982
Portugal,Poland,1788,1986,1982
Spain,Iceland,1835,1498,1982
Niger,Senegal,1246,1555,1982
Senegal,Niger,1555,1246,1982
Niger,Senegal,1290,1520,1983
Senegal,Niger,1520,1290,1983
Portugal,France,1835,1925,1983
Nigeria,Egypt,1558,1639,1983
Nigeria,Egypt,1558,1639,1983
Senegal,Morocco,1520,1631,1983
Senegal,Morocco,1520,1631,1983
Costa Rica,Mexico,1588,1715,1983
Mexico,Costa Rica,1715,1588,1983
Tunisia,Morocco,1610,1631,1983
Iceland,Spain,1467,1869,1983
Belgium,France,1901,1925,1983
Portugal,Brazil,1835,1961,1983
Australia,England,1584,1997,1983
Australia,England,1584,1997,1983
Switzerland,Brazil,1764,1961,1983
Australia,England,1584,1997,1983
Sweden,Brazil,1848,1961,1983
Uruguay,Peru,1857,1680,1983
Peru,Uruguay,1680,1857,1983
Egypt,Tunisia,1639,1610,1983
Nigeria,Morocco,1558,1631,1983
Iceland,Sweden,1467,1848,1983
Peru,Colombia,1680,1586,1983
Argentina,Brazil,1916,1961,1983
Colombia,Peru,1586,1680,1983
Morocco,Nigeria,1631,1558,1983
Tunisia,Egypt,1610,1639,1983
Denmark,France,1823,1925,1983
Brazil,Argentina,1961,1916,1983
England,Denmark,1997,1823,1983
France,Spain,1925,1869,1983
Peru,Uruguay,1680,1857,1983
Uruguay,Peru,1857,1680,1983
Uruguay,Brazil,1857,1961,1983
Poland,Portugal,1912,1835,1983
Brazil,Uruguay,1961,1857,1983
Switzerland,Belgium,1764,1901,1983
Nigeria,Senegal,1558,1520,1983
Senegal,Nigeria,1520,1558,1983
Mexico,Sweden,1715,1848,1983
Argentina,Poland,1908,1882,1984
France,England,2050,1967,1984
Egypt,Nigeria,1657,1576,1984
Panama,Costa Rica,1207,1512,1984
Switzerland,Poland,1764,1882,1984
Spain,Denmark,1871,1888,1984
Poland,Belgium,1882,1800,1984
Switzerland,Sweden,1764,1838,1984
Switzerland,Spain,1764,1871,1984
Sweden,Denmark,1838,1888,1984
Brazil,England,1943,1967,1984
France,Denmark,2050,1888,1984
Uruguay,England,1892,1967,1984
France,Belgium,2050,1800,1984
Brazil,Argentina,1943,1908,1984
Portugal,Spain,1849,1871,1984
Denmark,Belgium,1888,1800,1984
Brazil,Uruguay,1943,1892,1984
France,Portugal,2050,1849,1984
Morocco,Senegal,1675,1498,1984
Denmark,Spain,1888,1871,1984
France,Spain,2050,1871,1984
Uruguay,Argentina,1892,1908,1984
Argentina,Uruguay,1908,1892,1984
Peru,Colombia,1641,1585,1984
Sweden,Mexico,1838,1786,1984
Colombia,Argentina,1585,1908,1984
Switzerland,Argentina,1764,1908,1984
Belgium,Argentina,1800,1908,1984
Sweden,Portugal,1838,1849,1984
Mexico,Argentina,1786,1908,1984
Uruguay,Peru,1892,1641,1984
Saudi Arabia,Iceland,1623,1493,1984
Tunisia,Nigeria,1609,1576,1984
Peru,Uruguay,1641,1892,1984
Mexico,Colombia,1786,1585,1984
Switzerland,Denmark,1764,1888,1984
Argentina,Mexico,1908,1786,1984
Uruguay,Mexico,1892,1786,1984
Portugal,Sweden,1849,1838,1984
Saudi Arabia,Iran,1623,1662,1984
Colombia,Switzerland,1661,1735,1985
Mexico,Poland,1834,1814,1985
Mexico,Switzerland,1834,1735,1985
Colombia,Poland,1661,1814,1985
Colombia,Poland,1661,1814,1985
Uruguay,Colombia,1861,1661,1985
Uruguay,Peru,1861,1682,1985
Peru,Uruguay,1682,1861,1985
Brazil,Colombia,1919,1661,1985
Brazil,Peru,1919,1682,1985
Colombia,Uruguay,1661,1861,1985
Belgium,Poland,1843,1814,1985
Brazil,Uruguay,1919,1861,1985
Brazil,Argentina,1919,1878,1985
Colombia,Brazil,1661,1919,1985
Colombia,Peru,1661,1682,1985
Colombia,Argentina,1661,1878,1985
