05/06/1974,Yugoslavia,England,2,2,Friendly,Belgrade,Yugoslavia
06/06/1974,Finland,Denmark,1,1,Nordic Championship,Oulu,Finland
06/06/1974,Norway,Scotland,1,2,Friendly,Oslo,Norway
07/06/1974,Indonesia,Malaysia,4,3,Indonesia Tournament,Jakarta,Indonesia
07/06/1974,Libya,Iraq,1,0,Friendly,Tripoli,Libya
08/06/1974,Austria,Italy,0,0,Friendly,Vienna,Austria
09/06/1974,Korea Republic,Malaysia,0,0,Indonesia Tournament,Jakarta,Indonesia
09/06/1974,Sweden,Switzerland,0,0,Friendly,Malmí_,Sweden
13/06/1974,Brazil,Yugoslavia,0,0,FIFA World Cup,Frankfurt am Main,Germany FR
14/06/1974,Congo DR,Scotland,0,2,FIFA World Cup,Dortmund,Germany FR
14/06/1974,German DR,Australia,2,0,FIFA World Cup,Hamburg,Germany FR
14/06/1974,Germany,Chile,1,0,FIFA World Cup,Berlin,Germany FR
15/06/1974,Italy,Haiti,3,1,FIFA World Cup,Munich,Germany FR
15/06/1974,Poland,Argentina,3,2,FIFA World Cup,Stuttgart,Germany FR
15/06/1974,Sweden,Bulgaria,0,0,FIFA World Cup,Dí_sseldorf,Germany FR
15/06/1974,Uruguay,Netherlands,0,2,FIFA World Cup,Hanover,Germany FR
18/06/1974,Australia,Germany,0,3,FIFA World Cup,Hamburg,Germany FR
18/06/1974,Chile,German DR,1,1,FIFA World Cup,Berlin,Germany FR
18/06/1974,Scotland,Brazil,0,0,FIFA World Cup,Frankfurt am Main,Germany FR
18/06/1974,Yugoslavia,Congo DR,9,0,FIFA World Cup,Gelsenkirchen,Germany FR
19/06/1974,Argentina,Italy,1,1,FIFA World Cup,Stuttgart,Germany FR
19/06/1974,Bulgaria,Uruguay,1,1,FIFA World Cup,Hanover,Germany FR
19/06/1974,Haiti,Poland,0,7,FIFA World Cup,Munich,Germany FR
19/06/1974,Netherlands,Sweden,0,0,FIFA World Cup,Dortmund,Germany FR
22/06/1974,Australia,Chile,0,0,FIFA World Cup,Berlin,Germany FR
22/06/1974,Congo DR,Brazil,0,3,FIFA World Cup,Gelsenkirchen,Germany FR
22/06/1974,German DR,Germany,1,0,FIFA World Cup,Hamburg,Germany FR
22/06/1974,Scotland,Yugoslavia,1,1,FIFA World Cup,Frankfurt am Main,Germany FR
23/06/1974,Argentina,Haiti,4,1,FIFA World Cup,Munich,Germany FR
23/06/1974,Bulgaria,Netherlands,1,4,FIFA World Cup,Dortmund,Germany FR
23/06/1974,Poland,Italy,2,1,FIFA World Cup,Stuttgart,Germany FR
23/06/1974,Sweden,Uruguay,3,0,FIFA World Cup,Dí_sseldorf,Germany FR
26/06/1974,Brazil,German DR,1,0,FIFA World Cup,Hanover,Germany FR
26/06/1974,Mali,Congo,1,1,Friendly,Bamako,Mali
26/06/1974,Netherlands,Argentina,4,0,FIFA World Cup,Gelsenkirchen,Germany FR
26/06/1974,Sweden,Poland,0,1,FIFA World Cup,Stuttgart,Germany FR
26/06/1974,Yugoslavia,Germany,0,2,FIFA World Cup,Dí_sseldorf,Germany FR
30/06/1974,Argentina,Brazil,1,2,FIFA World Cup,Hanover,Germany FR
30/06/1974,German DR,Netherlands,0,2,FIFA World Cup,Gelsenkirchen,Germany FR
30/06/1974,Germany,Sweden,4,2,FIFA World Cup,Dí_sseldorf,Germany FR
30/06/1974,Poland,Yugoslavia,2,1,FIFA World Cup,Frankfurt am Main,Germany FR
03/07/1974,Argentina,German DR,1,1,FIFA World Cup,Gelsenkirchen,Germany FR
03/07/1974,Faroe Islands,Iceland,2,3,Friendly,Tí_rshavn,Faroe Islands
03/07/1974,Netherlands,Brazil,2,0,FIFA World Cup,Dortmund,Germany FR
03/07/1974,Poland,Germany,0,1,FIFA World Cup,Frankfurt am Main,Germany FR
03/07/1974,Sweden,Yugoslavia,2,1,FIFA World Cup,Dí_sseldorf,Germany FR
04/07/1974,China,Togo,4,2,Friendly,Beijing,China
06/07/1974,Brazil,Poland,0,1,FIFA World Cup,Munich,Germany FR
06/07/1974,Malawi,Ivory Coast,5,1,Friendly,Lilongwe,Malawi
07/07/1974,Malawi,Tanzania,1,0,Friendly,Lilongwe,Malawi
07/07/1974,Netherlands,Germany,1,2,FIFA World Cup,Munich,Germany FR
08/07/1974,Malawi,Zambia,0,1,Friendly,Lilongwe,Malawi
10/07/1974,China,Yemen DPR,6,5,Friendly,Beijing,China
14/07/1974,Nigeria,Ivory Coast,2,0,Friendly,Lagos,Nigeria
24/07/1974,Hong Kong,Indonesia,2,2,Merdeka Tournament,Ipoh,Malaysia
24/07/1974,India,Thailand,4,2,Merdeka Tournament,Ipoh,Malaysia
25/07/1974,Malaysia,India,4,1,Merdeka Tournament,Ipoh,Malaysia
26/07/1974,Indonesia,Thailand,1,2,Merdeka Tournament,Ipoh,Malaysia
28/07/1974,Indonesia,Singapore,5,0,Merdeka Tournament,Ipoh,Malaysia
29/07/1974,Hong Kong,India,2,2,Merdeka Tournament,Ipoh,Malaysia
30/07/1974,Singapore,Thailand,1,1,Merdeka Tournament,Ipoh,Malaysia
01/08/1974,India,Indonesia,0,0,Merdeka Tournament,Ipoh,Malaysia
01/08/1974,Malaysia,Thailand,3,2,Merdeka Tournament,Ipoh,Malaysia
04/08/1974,Hong Kong,Thailand,1,0,Merdeka Tournament,Ipoh,Malaysia
07/08/1974,Singapore,Hong Kong,0,1,Friendly,Kallang,Singapore
08/08/1974,Sweden,Norway,2,1,Nordic Championship,Gothenburg,Sweden
10/08/1974,Somalia,Burundi,0,2,African Cup of Nations qualification,Mogadishu,Somalia
11/08/1974,China,Senegal,5,2,Friendly,Beijing,China
11/08/1974,Nigeria,Ghana,1,1,Friendly,Lagos,Nigeria
14/08/1974,Iraq,Bahrain,4,0,Friendly,Baghdad,Iraq
15/08/1974,Norway,Finland,1,2,Nordic Championship,Oslo,Norway
17/08/1974,Nigeria,Ghana,0,1,Friendly,Lagos,Nigeria
19/08/1974,Iceland,Finland,2,2,Friendly,Reykjaví_k,Iceland
24/08/1974,Burundi,Somalia,0,1,African Cup of Nations qualification,Bujumbura,Burundi
24/08/1974,Malta,Libya,0,1,Friendly,GÅ_ira,Malta
30/08/1974,Haiti,Jamaica,0,1,Friendly,New York,USA
31/08/1974,Jamaica,Trinidad and Tobago,2,1,Friendly,New York,USA
01/09/1974,Finland,Poland,1,2,UEFA Euro qualification,Helsinki,Finland
03/09/1974,Denmark,Indonesia,9,0,Friendly,Copenhagen,Denmark
04/09/1974,Austria,Wales,2,1,UEFA Euro qualification,Vienna,Austria
04/09/1974,Libya,Malta,0,0,Friendly,Tripoli,Libya
04/09/1974,Norway,Northern Ireland,2,1,UEFA Euro qualification,Oslo,Norway
04/09/1974,Poland,German DR,1,3,Friendly,Warsaw,Poland
04/09/1974,Sweden,Netherlands,1,5,Friendly,Solna,Sweden
04/09/1974,Switzerland,Germany,1,2,Friendly,Basel,Switzerland
05/09/1974,Mexico,USA,3,1,Friendly,Monterrey,Mexico
06/09/1974,Libya,Congo DR,0,2,Friendly,Tripoli,Libya
07/09/1974,Poland,France,0,2,Friendly,WrocÅ‰aw,Poland
08/09/1974,Iceland,Belgium,0,2,UEFA Euro qualification,Reykjaví_k,Iceland
08/09/1974,USA,Mexico,0,1,Friendly,Dallas,USA
10/09/1974,Libya,Somalia,3,2,Friendly,Tripoli,Libya
11/09/1974,Ivory Coast,Ghana,1,1,Friendly,Abidjan,Ivory Coast
13/09/1974,Libya,Somalia,3,2,Friendly,Tripoli,Libya
25/09/1974,Bulgaria,Romania,0,0,Friendly,Sofia,Bulgaria
25/09/1974,Czechoslovakia,German DR,3,1,Friendly,Prague,Czechoslovakia
25/09/1974,Denmark,Spain,1,2,UEFA Euro qualification,Copenhagen,Denmark
25/09/1974,Finland,Netherlands,1,3,UEFA Euro qualification,Helsinki,Finland
26/09/1974,Syria,Palestine,2,0,Friendly,Damascus,Syria
27/09/1974,Algeria,Lebanon,4,1,Friendly,Damascus,Syria
28/09/1974,Austria,Hungary,1,0,Friendly,Vienna,Austria
28/09/1974,Japan,Korea Republic,4,1,Friendly,Tokyo,Japan
28/09/1974,Yemen,Sudan,0,6,Friendly,Damascus,Syria
28/09/1974,Yugoslavia,Italy,1,0,Friendly,Zagreb,Yugoslavia
29/09/1974,Algeria,Jordan,6,0,Friendly,Damascus,Syria
30/09/1974,Libya,Yemen,9,1,Friendly,Damascus,Syria
30/09/1974,Palestine,Sudan,1,3,Friendly,Damascus,Syria
01/10/1974,Morocco,Tunisia,3,1,Friendly,Damascus,Syria
02/10/1974,Libya,Palestine,0,0,Friendly,Damascus,Syria
03/10/1974,Algeria,Tunisia,0,1,Friendly,Damascus,Syria
04/10/1974,Libya,Sudan,1,3,Friendly,Damascus,Syria
04/10/1974,Syria,Yemen,6,0,Friendly,Damascus,Syria
06/10/1974,Palestine,Yemen,7,1,Friendly,Damascus,Syria
07/10/1974,Morocco,Sudan,2,0,Friendly,Damascus,Syria
09/10/1974,Denmark,Iceland,2,1,Friendly,Aalborg,Denmark
09/10/1974,German DR,Canada,2,0,Friendly,Frankfurt an der Oder,German DR
09/10/1974,Netherlands,Switzerland,1,0,Friendly,Rotterdam,Netherlands
09/10/1974,Poland,Finland,3,0,UEFA Euro qualification,PoznaÅ‹,Poland
09/10/1974,Sudan,Tunisia,1,3,Friendly,Damascus,Syria
09/10/1974,Syria,Morocco,1,1,Friendly,Damascus,Syria
12/10/1974,Argentina,Spain,1,1,Friendly,Buenos Aires,Argentina
12/10/1974,Belgium,France,2,1,UEFA Euro qualification,Brussels,Belgium
12/10/1974,German DR,Iceland,1,1,UEFA Euro qualification,Magdeburg,German DR
13/10/1974,Bulgaria,Greece,3,3,UEFA Euro qualification,Sofia,Bulgaria
13/10/1974,Czechoslovakia,Sweden,4,0,Friendly,Bratislava,Czechoslovakia
13/10/1974,Denmark,Romania,0,0,UEFA Euro qualification,Copenhagen,Denmark
13/10/1974,Luxembourg,Hungary,2,4,UEFA Euro qualification,Luxembourg,Luxembourg
30/10/1974,England,Czechoslovakia,3,0,UEFA Euro qualification,London,England
30/10/1974,Ireland,Russia,3,0,UEFA Euro qualification,Dublin,Ireland
30/10/1974,Scotland,German DR,3,0,Friendly,Glasgow,Scotland
30/10/1974,Somalia,Zanzibar,1,2,CECAFA Cup,Zanzibar,Tanzania
30/10/1974,Sweden,Northern Ireland,0,2,UEFA Euro qualification,Solna,Sweden
30/10/1974,Wales,Hungary,2,0,UEFA Euro qualification,Cardiff,Wales
30/10/1974,Yugoslavia,Norway,3,1,UEFA Euro qualification,Belgrade,Yugoslavia
31/10/1974,Algeria,Morocco,0,0,Friendly,Algiers,Algeria
31/10/1974,Poland,Canada,2,0,Friendly,Warsaw,Poland
01/11/1974,Vietnam Republic,Laos,1,0,Vietnam Independence Cup,Saigon,Vietnam Republic
02/11/1974,Laos,Malaysia,0,0,Vietnam Independence Cup,Saigon,Vietnam Republic
02/11/1974,Somalia,Uganda,1,1,CECAFA Cup,Zanzibar,Tanzania
02/11/1974,Uganda,Zanzibar,2,1,CECAFA Cup,Zanzibar,Tanzania
03/11/1974,Cambodia,Thailand,2,2,Vietnam Independence Cup,Saigon,Vietnam Republic
03/11/1974,Kenya,Zambia,2,3,CECAFA Cup,Zanzibar,Tanzania
03/11/1974,Malaysia,Taiwan,0,0,Vietnam Independence Cup,Saigon,Vietnam Republic
03/11/1974,Singapore,China,1,1,Friendly,Kallang,Singapore
05/11/1974,Laos,Taiwan,1,2,Vietnam Independence Cup,Saigon,Vietnam Republic
05/11/1974,Vietnam Republic,Malaysia,1,0,Vietnam Independence Cup,Saigon,Vietnam Republic
06/11/1974,Chile,Argentina,0,2,Copa Carlos Dittborn,Santiago,Chile
07/11/1974,Tanzania,Uganda,1,1,CECAFA Cup,Zanzibar,Tanzania
07/11/1974,Vietnam Republic,Taiwan,1,1,Vietnam Independence Cup,Saigon,Vietnam Republic
09/11/1974,Vietnam Republic,Thailand,3,2,Vietnam Independence Cup,Saigon,Vietnam Republic
10/11/1974,Bulgaria,Hungary,0,0,Friendly,Varna,Bulgaria
10/11/1974,Togo,Liberia,1,0,African Cup of Nations qualification,Lomí©,Togo
10/11/1974,Tunisia,Libya,1,0,African Cup of Nations qualification,Tunis,Tunisia
13/11/1974,Czechoslovakia,Poland,2,2,Friendly,Prague,Czechoslovakia
13/11/1974,Switzerland,Portugal,3,0,Friendly,Berne,Switzerland
13/11/1974,Turkey,Austria,0,1,Friendly,Istanbul,Turkey
15/11/1974,Greece,Cyprus,3,1,Friendly,Piraeus,Greece
16/11/1974,France,German DR,2,2,UEFA Euro qualification,Paris,France
20/11/1974,Argentina,Chile,1,1,Copa Carlos Dittborn,Buenos Aires,Argentina
20/11/1974,England,Portugal,0,0,UEFA Euro qualification,London,England
20/11/1974,Greece,Germany,2,2,UEFA Euro qualification,Piraeus,Greece
20/11/1974,Netherlands,Italy,3,1,UEFA Euro qualification,Rotterdam,Netherlands
20/11/1974,Scotland,Spain,1,2,UEFA Euro qualification,Glasgow,Scotland
20/11/1974,Turkey,Ireland,1,1,UEFA Euro qualification,Izmir,Turkey
20/11/1974,Wales,Luxembourg,5,0,UEFA Euro qualification,Swansea,Wales
22/11/1974,Liberia,Togo,0,2,African Cup of Nations qualification,Monrovia,Liberia
22/11/1974,Libya,Tunisia,1,0,African Cup of Nations qualification,Tripoli,Libya
23/11/1974,Suriname,Trinidad and Tobago,0,0,Friendly,Paramaribo,Suriname
24/11/1974,Morocco,Gambia,3,0,African Cup of Nations qualification,Rabat,Morocco
25/11/1974,Suriname,Trinidad and Tobago,2,1,Friendly,Paramaribo,Suriname
01/12/1974,Grenada,St Vincent and the Grenadines,1,0,Windward Islands Tournament,Castries,St Lucia
01/12/1974,Turkey,Switzerland,2,1,UEFA Euro qualification,Izmir,Turkey
02/12/1974,St Lucia,Dominica,0,3,Windward Islands Tournament,Castries,St Lucia
04/12/1974,Dominica,Grenada,0,0,Windward Islands Tournament,Castries,St Lucia
04/12/1974,Hungary,Switzerland,1,0,Friendly,Szolnok,Hungary
04/12/1974,Israel,Romania,0,1,Friendly,Jaffa,Israel
05/12/1974,St Lucia,St Vincent and the Grenadines,1,2,Windward Islands Tournament,Castries,St Lucia
07/12/1974,Dominica,St Vincent and the Grenadines,1,2,Windward Islands Tournament,Castries,St Lucia
07/12/1974,Gambia,Morocco,0,3,African Cup of Nations qualification,Banjul,Gambia
07/12/1974,German DR,Belgium,0,0,UEFA Euro qualification,Leipzig,German DR
08/12/1974,St Lucia,Grenada,1,2,Windward Islands Tournament,Castries,St Lucia
10/12/1974,Laos,Singapore,0,2,King's Cup,Bangkok,Thailand
10/12/1974,Thailand,Malaysia,0,2,King's Cup,Bangkok,Thailand
11/12/1974,Cambodia,Vietnam Republic,3,2,King's Cup,Bangkok,Thailand
12/12/1974,Kenya,Seychelles,2,3,Friendly,Nairobi,Kenya
12/12/1974,Malaysia,Singapore,0,0,King's Cup,Bangkok,Thailand
12/12/1974,Thailand,Laos,6,1,King's Cup,Bangkok,Thailand
13/12/1974,Cambodia,Korea Republic,1,2,King's Cup,Bangkok,Thailand
14/12/1974,Laos,Malaysia,2,2,King's Cup,Bangkok,Thailand
14/12/1974,Thailand,Singapore,2,1,King's Cup,Bangkok,Thailand
15/12/1974,Ghana,Guinea,1,1,Friendly,Accra,Ghana
15/12/1974,Korea Republic,Vietnam Republic,2,2,King's Cup,Bangkok,Thailand
16/12/1974,Cambodia,Vietnam Republic,2,0,King's Cup,Bangkok,Thailand
16/12/1974,Thailand,Malaysia,4,1,King's Cup,Bangkok,Thailand
18/12/1974,Greece,Bulgaria,2,1,UEFA Euro qualification,Piraeus,Greece
18/12/1974,Korea Republic,Malaysia,0,0,King's Cup,Bangkok,Thailand
18/12/1974,Thailand,Cambodia,1,0,King's Cup,Bangkok,Thailand
20/12/1974,Cambodia,Malaysia,0,3,King's Cup,Bangkok,Thailand
20/12/1974,Iran,Czechoslovakia,0,1,Friendly,Teheran,Iran
20/12/1974,Thailand,Korea Republic,1,3,King's Cup,Bangkok,Thailand
22/12/1974,Chile,Paraguay,1,0,Friendly,Santiago,Chile
22/12/1974,Malta,Germany,0,1,UEFA Euro qualification,GÅ_ira,Malta
22/12/1974,Suriname,Trinidad and Tobago,2,3,Friendly,Paramaribo,Suriname
25/12/1974,Indonesia,Korea Republic,1,3,Friendly,So Kon Po,Hong Kong
26/12/1974,Bermuda,Suriname,2,1,Friendly,Hamilton,Bermuda
29/12/1974,Bermuda,Suriname,1,3,Friendly,Hamilton,Bermuda
29/12/1974,Cameroon,Guinea,1,1,Friendly,Yaoundí©,Cameroon
29/12/1974,Italy,Bulgaria,0,0,Friendly,Genoa,Italy
29/12/1974,Kuwait,Tunisia,2,0,Friendly,Kuwait,Kuwait
29/12/1974,Tanzania,Malawi,1,1,Friendly,Lilongwe,Malawi
31/12/1974,Tanzania,Malawi,3,3,Friendly,Lilongwe,Malawi
01/01/1975,Cameroon,Guinea,1,0,Friendly,Yaoundí©,Cameroon
01/01/1975,Iraq,Tunisia,0,0,Friendly,Baghdad,Iraq
03/01/1975,Bermuda,Suriname,2,5,Friendly,Hamilton,Bermuda
05/01/1975,Cuba,Canada,4,0,Friendly,Havana,Cuba
09/01/1975,Iraq,Libya,3,1,Friendly,Baghdad,Iraq
14/01/1975,Kuwait,Libya,1,0,Friendly,Kuwait,Kuwait
19/01/1975,Mali,Guinea,0,2,Friendly,Bamako,Mali
22/01/1975,Nigeria,Cameroon,1,0,Friendly,Lagos,Nigeria
26/01/1975,Guinea,Cameroon,3,0,Friendly,Conakry,Guinea
29/01/1975,Malawi,Mauritius,1,0,Friendly,Zomba,Malawi
30/01/1975,Liberia,Cameroon,2,0,Friendly,Monrovia,Liberia
31/01/1975,Malawi,Mauritius,1,1,Friendly,Blantyre,Malawi
02/02/1975,Jamaica,Haiti,1,0,Friendly,Kingston,Jamaica
02/02/1975,Malawi,Mauritius,3,0,Friendly,Blantyre,Malawi
02/02/1975,Mali,Cameroon,1,2,Friendly,Bamako,Mali
02/02/1975,Senegal,Nigeria,0,1,Friendly,Dakar,Senegal
05/02/1975,Jamaica,Haiti,0,1,Friendly,Kingston,Jamaica
05/02/1975,Spain,Scotland,1,1,UEFA Euro qualification,Valencia,Spain
09/02/1975,Liberia,Nigeria,0,1,Friendly,Monrovia,Liberia
16/02/1975,Mali,Senegal,2,1,Friendly,Bamako,Mali
19/02/1975,Italy,Norway,4,1,Friendly,Florence,Italy
22/02/1975,Haiti,Jamaica,0,1,Friendly,Port-au-Prince,Haiti
22/02/1975,Nigeria,Senegal,1,1,Friendly,Lagos,Nigeria
23/02/1975,Burkina Faso,Niger,4,1,Friendly,Ouagadougou,Upper Volta
23/02/1975,Malta,Greece,2,0,UEFA Euro qualification,GÅ_ira,Malta
23/02/1975,Tanzania,Malawi,3,1,Friendly,Dar es Salaam,Tanzania
25/02/1975,Haiti,Jamaica,3,2,Friendly,Port-au-Prince,Haiti
25/02/1975,Tanzania,Malawi,2,0,Friendly,Dar es Salaam,Tanzania
27/02/1975,Zanzibar,Malawi,2,7,Friendly,Zanzibar,Zanzibar
02/03/1975,Morocco,Tunisia,0,0,Friendly,Casablanca,Morocco
09/03/1975,Brazil,Portugal,2,1,Friendly,Goií¢nia,Brazil
12/03/1975,England,Germany,2,0,Friendly,London,England
13/03/1975,Guadeloupe,Puerto Rico,2,1,Friendly,Basse-Terre,Guadeloupe
15/03/1975,Thailand,Indonesia,3,1,AFC Asian Cup qualification,Bangkok,Thailand
16/03/1975,Luxembourg,Austria,1,2,UEFA Euro qualification,Luxembourg,Luxembourg
16/03/1975,Malaysia,Korea Republic,2,1,AFC Asian Cup qualification,Bangkok,Thailand
17/03/1975,Indonesia,Vietnam Republic,2,1,AFC Asian Cup qualification,Bangkok,Thailand
18/03/1975,Thailand,Malaysia,0,1,AFC Asian Cup qualification,Bangkok,Thailand
19/03/1975,Korea Republic,Vietnam Republic,1,0,AFC Asian Cup qualification,Bangkok,Thailand
19/03/1975,Turkey,Romania,1,1,Friendly,Istanbul,Turkey
20/03/1975,Malaysia,Indonesia,0,0,AFC Asian Cup qualification,Bangkok,Thailand
21/03/1975,Thailand,Vietnam Republic,4,0,AFC Asian Cup qualification,Bangkok,Thailand
22/03/1975,Korea Republic,Indonesia,1,0,AFC Asian Cup qualification,Bangkok,Thailand
23/03/1975,Burkina Faso,Ghana,1,3,Friendly,Accra,Ghana
23/03/1975,Malaysia,Vietnam Republic,3,0,AFC Asian Cup qualification,Bangkok,Thailand
24/03/1975,Thailand,Korea Republic,1,0,AFC Asian Cup qualification,Bangkok,Thailand
26/03/1975,France,Hungary,2,0,Friendly,Paris,France
26/03/1975,German DR,Bulgaria,0,0,Friendly,Berlin,German DR
26/03/1975,Poland,USA,7,0,Friendly,PoznaÅ‹,Poland
30/03/1975,Congo,Ivory Coast,1,0,African Cup of Nations qualification,Brazzaville,Congo
30/03/1975,Guadeloupe,Suriname,4,2,Friendly,Basse-Terre,Guadeloupe
31/03/1975,Barbados,Suriname,1,0,Friendly,Bridgetown,Barbados
31/03/1975,Czechoslovakia,Romania,1,1,Friendly,Prague,Czechoslovakia
01/04/1975,Cyprus,Greece,1,2,Friendly,Nicosia,Cyprus
02/04/1975,Austria,Hungary,0,0,UEFA Euro qualification,Vienna,Austria
02/04/1975,Iraq,Qatar,1,0,AFC Asian Cup qualification,Baghdad,Iraq
02/04/1975,Italy,USA,10,0,Friendly,Rome,Italy
02/04/1975,Russia,Turkey,3,0,UEFA Euro qualification,Kyí¿v,Soviet Union
02/04/1975,Saudi Arabia,Afghanistan,2,0,AFC Asian Cup qualification,Baghdad,Iraq
04/04/1975,Iraq,Afghanistan,4,0,AFC Asian Cup qualification,Baghdad,Iraq
04/04/1975,Macau,Panama,2,1,Friendly,Macau,Macau
04/04/1975,Saudi Arabia,Qatar,2,1,AFC Asian Cup qualification,Baghdad,Iraq
06/04/1975,Algeria,Tunisia,1,2,African Cup of Nations qualification,Oran,Algeria
06/04/1975,Iraq,Saudi Arabia,1,1,AFC Asian Cup qualification,Baghdad,Iraq
06/04/1975,Qatar,Afghanistan,2,1,AFC Asian Cup qualification,Baghdad,Iraq
10/04/1975,Iraq,Qatar,3,0,AFC Asian Cup qualification,Baghdad,Iraq
10/04/1975,Saudi Arabia,Afghanistan,6,0,AFC Asian Cup qualification,Baghdad,Iraq
12/04/1975,Iraq,Saudi Arabia,2,1,AFC Asian Cup qualification,Baghdad,Iraq
12/04/1975,Qatar,Afghanistan,1,1,AFC Asian Cup qualification,Baghdad,Iraq
13/04/1975,Ivory Coast,Congo,2,1,African Cup of Nations qualification,Abidjan,Ivory Coast
14/04/1975,Iraq,Afghanistan,3,1,AFC Asian Cup qualification,Baghdad,Iraq
14/04/1975,Saudi Arabia,Qatar,0,1,AFC Asian Cup qualification,Baghdad,Iraq
16/04/1975,England,Cyprus,5,0,UEFA Euro qualification,London,England
16/04/1975,Hungary,Wales,1,2,UEFA Euro qualification,Budapest,Hungary
16/04/1975,Northern Ireland,Yugoslavia,1,0,UEFA Euro qualification,Belfast,Northern Ireland
16/04/1975,Sweden,Scotland,1,1,Friendly,Gothenburg,Sweden
17/04/1975,Spain,Romania,1,1,UEFA Euro qualification,Madrid,Spain
19/04/1975,Italy,Poland,0,0,UEFA Euro qualification,Rome,Italy
20/04/1975,Czechoslovakia,Cyprus,4,0,UEFA Euro qualification,Prague,Czechoslovakia
26/04/1975,France,Portugal,0,2,Friendly,Colombes,France
26/04/1975,Nigeria,Togo,1,0,Friendly,Dakar,Senegal
26/04/1975,Senegal,Ivory Coast,1,0,Friendly,Dakar,Senegal
27/04/1975,Bulgaria,Germany,1,1,UEFA Euro qualification,Sofia,Bulgaria
27/04/1975,Ivory Coast,Togo,0,3,Friendly,Dakar,Senegal
27/04/1975,Senegal,Nigeria,1,0,Friendly,Dakar,Senegal
30/04/1975,Belgium,Netherlands,1,0,Friendly,Antwerp,Belgium
30/04/1975,Czechoslovakia,Portugal,5,0,UEFA Euro qualification,Prague,Czechoslovakia
30/04/1975,Switzerland,Turkey,1,1,UEFA Euro qualification,Basel,Switzerland
01/05/1975,Luxembourg,Wales,1,3,UEFA Euro qualification,Luxembourg,Luxembourg
10/05/1975,Ireland,Switzerland,2,1,UEFA Euro qualification,Dublin,Ireland
10/05/1975,Martinique,Guadeloupe,8,2,Friendly,Fort-de-France,Martinique
11/05/1975,Cyprus,England,0,1,UEFA Euro qualification,Limassol,Cyprus
11/05/1975,Romania,Denmark,6,1,UEFA Euro qualification,Bucharest,Romania
13/05/1975,Scotland,Portugal,1,0,Friendly,Glasgow,Scotland
15/05/1975,Burma,Thailand,4,1,Korea Cup,Seoul,Korea Republic
15/05/1975,Finland,Norway,3,5,Nordic Championship,Helsinki,Finland
16/05/1975,Korea Republic,Lebanon,1,0,Korea Cup,Seoul,Korea Republic
17/05/1975,Germany,Netherlands,1,1,Friendly,Frankfurt am Main,Germany FR
17/05/1975,Northern Ireland,England,0,0,British Championship,Belfast,Northern Ireland
17/05/1975,Wales,Scotland,2,2,British Championship,Cardiff,Wales
18/05/1975,Russia,Ireland,2,1,UEFA Euro qualification,Kyí¿v,Soviet Union
19/05/1975,Sweden,Algeria,4,0,Friendly,Halmstad,Sweden
20/05/1975,Scotland,Northern Ireland,3,0,British Championship,Glasgow,Scotland
21/05/1975,England,Wales,2,2,British Championship,London,England
21/05/1975,Switzerland,Ireland,1,0,UEFA Euro qualification,Berne,Switzerland
22/05/1975,Korea Republic,Burma,1,0,Korea Cup,Seoul,Korea Republic
23/05/1975,China,Equatorial Guinea,6,2,Friendly,Beijing,China
23/05/1975,Northern Ireland,Wales,1,0,British Championship,Belfast,Northern Ireland
24/05/1975,England,Scotland,5,1,British Championship,London,England
25/05/1975,Iceland,France,0,0,UEFA Euro qualification,Reykjaví_k,Iceland
28/05/1975,German DR,Poland,1,2,Friendly,Halle,German DR
01/06/1975,Romania,Scotland,1,1,UEFA Euro qualification,Bucharest,Romania
04/06/1975,Greece,Malta,4,0,UEFA Euro qualification,Salonica,Greece
04/06/1975,Sweden,Yugoslavia,1,2,UEFA Euro qualification,Solna,Sweden
04/06/1975,Uruguay,Chile,1,0,Copa Juan Pinto Duríçn,Montevideo,Uruguay
05/06/1975,Finland,Italy,0,1,UEFA Euro qualification,Helsinki,Finland
05/06/1975,Iceland,German DR,2,1,UEFA Euro qualification,Reykjaví_k,Iceland
05/06/1975,Kenya,Ethiopia,2,1,Friendly,Nairobi,Kenya
07/06/1975,Austria,Czechoslovakia,0,0,Friendly,Vienna,Austria
08/06/1975,Cyprus,Portugal,0,2,UEFA Euro qualification,Limassol,Cyprus
08/06/1975,Guinea-Bissau,Gambia,1,0,Friendly,Bissau,Guinea-Bissau
08/06/1975,Russia,Italy,1,0,Friendly,Moscow,Soviet Union
09/06/1975,Norway,Yugoslavia,1,3,UEFA Euro qualification,Oslo,Norway
11/06/1975,Bulgaria,Malta,5,0,UEFA Euro qualification,Sofia,Bulgaria
11/06/1975,Kenya,Congo,2,1,Friendly,Nairobi,Kenya
12/06/1975,Burma,Korea Republic,0,2,Indonesia Tournament,Jakarta,Indonesia
12/06/1975,Indonesia,Thailand,5,0,Indonesia Tournament,Jakarta,Indonesia
12/06/1975,Paraguay,Uruguay,0,1,Copa Artigas,Asuncií_n,Paraguay
13/06/1975,Malaysia,Thailand,1,0,Indonesia Tournament,Jakarta,Indonesia
13/06/1975,Panama,Costa Rica,1,1,Friendly,Panama City,Panama
13/06/1975,Uganda,Congo,0,1,Friendly,Kampala,Uganda
14/06/1975,Hong Kong,Japan,0,0,AFC Asian Cup qualification,So Kon Po,Hong Kong
